YR,Height,Player,Team,Conf,GP,Position,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,A/TO,Blk,Stl,FTR,FC/40,Rim%,FT%,2PT%,3PR,3P/100,3PT%
Sr,6-8,Owen Dease,Valparaiso,MVC,9,F,47.8,2.2,1.7,3.5,3.8,-0.3,122.7,110.2,18.9,57,61,5.2,8.5,10.8,12.9,1,1.2,1.5,18.8,2.3,0.765,1,0.606,48.4,9.5,0.355
Jr,6-7,Liutauras Lelevicius,TCU,B12,11,G,58.7,2.2,2.9,3.1,1.8,1.3,126.7,97.3,13.7,54,60.2,3.6,14.1,7.5,9.7,1.8,0.9,1.3,29,2,0.824,1,0.778,71,9.7,0.295
Jr,6-9,Chase Walker,Illinois St.,MVC,11,F,55.7,2.2,2.8,3.1,1,2,107,96.6,30.9,48.9,55.1,10.6,17,22.3,19.7,1.1,1.8,2.4,65.6,6,0.66,0.712,0.532,14.4,3,0.154
Sr,6-4,DJ Armstrong,UMBC,AE,9,G,83.5,2.2,1.9,0.9,2.3,-1.4,116.9,116.6,17.4,58.6,61.5,0.4,9.2,17.6,15.6,1.7,1.3,0.6,19.8,2,0.833,0.875,0.556,77.8,12.2,0.397
Sr,6-0,DeJour Reaves,Fordham,A10,9,G,83.2,2.2,3.3,1.6,1.1,0.4,105.2,103.9,28.2,48.5,50.9,5.4,10.6,23.9,17.5,1.5,0.4,3.1,11.9,2,0.528,0.875,0.505,26.1,7.2,0.286
Sr,6-7,Amarri Monroe,Quinnipiac,MAAC,12,G,78.8,2.2,3.8,5.1,1.8,3.3,105.4,98,24.6,49.7,52.5,3.8,20,16.1,15.6,1.2,3,4.7,15.9,3,0.696,0.846,0.564,32.9,8,0.241
Sr,6-5,Toneari Lane,San Diego,WCC,10,G,62.9,2.2,1.4,1.3,3.7,-2.5,122,117.2,16.8,55.8,58.9,2.3,5.6,4.8,6.9,1.4,0.5,1.8,14,1.3,0.692,1,0.682,74.4,14.8,0.344
So,6-6,Eli Robinson,Air Force,MWC,12,G,78.1,2.2,2.7,0.8,0.3,0.5,116.8,108.2,17.1,61.6,64.1,6.7,17.3,18.6,19.5,1.4,1.5,2.5,24.4,3.6,0.66,0.81,0.586,18.6,2.5,0.5
So,6-3,Boogie Fland,Florida,SEC,12,G,72.2,2.2,3.9,3.9,0.3,3.6,110.3,93.9,19.1,45.6,51,2.4,4.7,14.7,16.5,1.5,0.9,3.2,39.5,3.5,0.7,0.756,0.548,45.6,8.2,0.231
Sr,6-3,Eric Parnell,Fairleigh Dickinson,NEC,8,G,67.7,2.2,0.7,0.2,3.3,-3.1,115.5,125.6,18.9,54.8,56.4,1.9,9,8.9,8.4,1.6,1.1,1.1,7.1,2.6,0.778,1,0.526,77.4,17.2,0.369
Sr,6-2,Zaire Hayes,Texas Southern,SWAC,6,G,43.1,2.2,0.6,1,3.1,-2.1,113.4,125.7,20.8,57.6,63.2,0,5.1,10.2,16.9,0.5,0.9,1.6,39.1,3.4,0.5,0.889,0.481,41.3,7.4,0.474
Sr,6-3,Prophet Johnson,Sacramento St.,BSky,7,G,76.1,2.2,3.7,5,2.7,2.2,106,102.6,21.3,50.7,54.3,5.6,21.4,23.1,18.4,1.7,0.9,3.9,40,2.3,0.563,0.7,0.51,32,5.5,0.333
Sr,6-10,Tre-Vaughn Minott,Portland St.,BSky,8,C,73.8,2.2,3.2,2,0.9,1.1,121.9,101.3,15.6,61.3,61.1,11,17.5,3.5,10.7,0.5,2.8,1.9,25.8,4.1,0.66,0.563,0.613,0,0,0
Sr,6-2,Nik Graves,Creighton,BE,12,G,62.3,2.2,3,3.8,1.3,2.5,109.7,98.3,22.2,49.5,53.8,1.9,10.9,25.4,17.5,2.1,0.3,2.9,37.6,2.9,0.708,0.743,0.524,54.8,9.9,0.314
Jr,6-7,Tavion Banks,Iowa,B10,12,F,52.1,2.2,3.2,3.6,1.5,2.2,113.7,89,24,58.1,62,10.4,19.4,9.4,19.6,0.7,2.1,3,69.1,4.6,0.565,0.702,0.561,16.2,2.7,0.455
Sr,6-8,Darius Duffy,Purdue Fort Wayne,Horz,10,C,64.2,2.1,1.6,0.4,1.4,-1,127.5,115.4,13.2,72.5,64.2,13.8,10.2,6.7,13.1,1.4,7.9,2.4,60,2.6,0.725,0.333,0.725,0,0,0
Fr,5-11,Aiden Argabright,Richmond,A10,11,G,50.9,2.1,2.3,2.2,0.4,1.8,120.6,100.2,22.9,47.7,60.2,1,10,15.2,11.8,1.9,0,3.2,106.3,4.4,0.4,0.809,0.5,46.9,7.3,0.3
Sr,6-3,Davian Brown,Montana St.,BSky,10,G,59.4,2.1,2,3.5,4.6,-1.1,111.8,108.2,24.3,53.6,55.6,5.6,11.3,9.6,12.1,1,0.5,1.7,19.6,2.8,0.579,0.737,0.485,66,15.7,0.375
Jr,6-11,Ernest Udeh Jr.,Miami FL,ACC,10,C,49.2,2.1,3.8,6.1,3,3,129.9,86.1,12.8,76.2,65.8,13.5,29.7,3.1,9.1,1,7.3,1.6,71.4,4.2,0.78,0.333,0.762,0,0,0
Jr,6-5,Chris Mubiru,Northwestern St.,Slnd,9,G,59.5,2.1,0.8,0.1,2.1,-2,122,123.7,14.6,58.3,61.7,4.6,11.3,19.3,15.1,2.6,1.7,1.4,33.3,3.7,0.733,0.786,0.667,50,5.8,0.333
Jr,6-2,Nick Jones,Wagner,NEC,8,G,71.8,2.1,2.2,2.1,1,1,104.3,110.4,26.7,49.4,56,2.4,10.4,15.4,19.3,0.8,2.3,3.9,47.7,4.1,0.462,0.81,0.469,27.3,5.9,0.375
Sr,6-4,Marcell McCreary,UT Arlington,WAC,9,G,77.5,2.1,3.6,4.2,2.7,1.5,108.4,99.7,21.4,47.2,53.2,5.7,15,12.5,15.9,1.2,1.2,3,37.8,1.7,0.483,0.824,0.479,46.7,8.9,0.31
Jr,6-8,Gavin Griffiths,Temple,Amer,10,F,62.2,2.1,2.3,6.8,5.9,0.9,115.2,109,17.8,58.7,59.6,2.7,16.1,9,12.3,1.2,8,2.6,7,1.6,0.769,0.833,0.52,70.9,13.4,0.41
Fr,6-6,Martin Kalu,Charleston,CAA,12,G,69.8,2.1,2.1,0.8,2.5,-1.7,115.1,111.6,19.6,51.4,56.5,5.5,12.8,6.7,11.5,0.9,0.7,1.7,40.4,2.7,0.625,0.786,0.487,62.5,11.3,0.354
Fr,6-9,Allen Graves,Santa Clara,WCC,12,F,59.4,2.1,3.2,7.2,3,4.3,114.2,93.9,19.9,47.8,49.6,13,20.8,14.4,13.1,2,6.3,4.9,31.5,5.9,0.5,0.586,0.446,29.3,5.4,0.37
Sr,6-7,Addison Patterson,Eastern Michigan,MAC,11,G,69.2,2.1,2.4,2.9,2.5,0.4,113.5,107.4,19.9,60,60.2,6.8,13.1,15.8,17.2,1.5,1.7,1.9,26.7,2.6,0.667,0.583,0.618,24.4,4.2,0.364
Jr,6-2,Jacob Meyer,UAB,Amer,10,G,63.7,2.1,2.3,0.1,1.5,-1.4,110.4,109.1,22.4,47.9,52,4.9,9.7,7.7,11.5,1,0,1.2,24.4,2.1,0.69,0.828,0.5,34.5,8.2,0.293
Sr,6-0,Kylin Green,Houston Christian,Slnd,10,G,77.3,2.1,1.7,0.2,1.7,-1.5,108.1,117,24.4,50,52.9,3.5,13.2,35.3,17.7,2.5,0,2.6,41.9,2.4,0.528,0.641,0.476,32.3,5.9,0.367
So,6-5,Felix Kossaras,Colorado,B12,12,G,56.4,2.1,1.8,0.6,1.1,-0.5,132.9,110.3,11.6,68.9,71,3.7,5.8,4.6,14.3,1,1.5,1.5,30.2,4.8,0.667,0.813,0.708,54.7,6,0.448
Sr,6-8,Lamin Sabally,Iona,MAAC,13,F,75.6,2.1,3.4,4.1,1.6,2.6,108.2,100.1,22.9,53.2,55.3,8.7,18.8,19.3,18,1.4,2.2,3.8,62.2,2.9,0.647,0.594,0.567,6.3,1,0
Fr,6-10,Najai Hines,Seton Hall,BE,11,C,41.8,2.1,2.7,6.1,2.2,4,127.1,89.8,18.7,61.8,64.2,16,19.2,6.9,14.2,0.8,18,0.9,30.9,5.4,0.617,0.765,0.618,0,0,0
Sr,6-6,Kobe MaGee,Florida St.,ACC,12,G,60.9,2.1,2.6,4.5,3.4,1.1,117.5,102.1,18.1,51.9,55.5,5.4,11.4,8.4,10.7,1.3,0.4,3.4,23.4,2.9,0.632,0.84,0.625,77.6,14.6,0.325
Sr,6-10,Malek Abdelgowad,Southern,SWAC,9,C,43.8,2.1,1.3,4.8,5.7,-0.9,111.8,111,28.8,66.2,66.4,12.7,27.9,7.9,22,0.3,2.8,2,41.2,4.4,0.69,0.643,0.619,7.4,1.7,0.8
Sr,6-2,Zach Bloch,Northern Colorado,BSky,9,G,83.8,2.1,2.8,1.9,1.1,0.8,118.2,109,16.3,61.9,63.5,0.8,11.2,13.6,16.7,2.3,0,2.7,23.8,2.5,0.5,0.737,0.391,71.3,10.4,0.474
Sr,6-8,Keith Palek III,Missouri St.,CUSA,7,F,77.6,2.1,2.4,1,2.2,-1.2,96.4,110.3,33.8,46.5,51.1,4.9,21.9,25.5,17.9,1.3,1.1,1.9,45.5,3.3,0.704,0.689,0.508,38.4,10.5,0.263
Jr,6-6,Jahni Summers,Sacramento St.,BSky,8,G,60.6,2.1,1.8,3.5,3.1,0.4,121,111.3,15.9,62.1,63.6,2.5,8.2,4.8,12.8,0.9,1.8,2.3,20.7,3.9,0.615,0.75,0.474,67.2,11.3,0.462
Sr,6-4,Trae Broadnax,Rice,Amer,11,G,72.7,2.1,2.6,2.6,2.1,0.5,105.1,107.3,25,45.7,51.7,3.5,17.9,19.4,16.3,1.4,1.9,2.7,32.6,3.9,0.417,0.857,0.417,34.9,8,0.356
Jr,6-3,Kalen Garry,South Dakota St.,Sum,11,G,70.8,2.1,2.4,2.8,2.9,-0.1,111.9,108.3,19,53.8,54,5.1,15.8,20.4,13.8,2.3,0.4,1.5,20.7,3,0.478,0.526,0.45,56.5,9.7,0.404
Sr,6-4,Daylen Berry,Winthrop,BSth,11,G,67.1,2.1,1.6,0.2,2.3,-2.1,110.4,115.9,22.6,51,56.8,2.4,14.7,13.8,17.3,1.4,0,1.1,41.9,3.2,0.6,0.818,0.481,50.5,9.9,0.358
Jr,6-6,Josh Scovens,Davidson,A10,10,G,61,2.1,2.6,1.7,1.3,0.4,110.6,102.6,23.7,53.9,55.5,7.9,12.7,12.1,12.7,1,1.9,2.8,53.9,3.6,0.611,0.585,0.522,11.8,2.3,0.444
Fr,6-5,Patton Pinkins,Mississippi,SEC,12,G,41.9,2.1,1.4,3,4.3,-1.2,131.5,108.2,16,56,59.7,2.9,5.6,9.9,1.8,10,1.2,0.6,32.8,1.4,0.625,0.789,0.5,44.8,7.7,0.423
Jr,6-3,Uriyah Rojas,Wyoming,MWC,11,G,40.8,2.1,1.5,5.4,5.8,-0.4,130,105.8,19.3,60.3,61.2,3.1,10.9,17.9,9.5,3,0,1.5,14.7,1.6,0.722,0.7,0.571,48.5,10.1,0.424
Sr,6-10,Andrew Holifield,Lamar,Slnd,9,C,77.2,2.1,3,4.2,2.5,1.7,108.4,105,21.8,50,53.4,4.5,18.1,12.5,12.5,1.4,10.1,1.7,36.7,2.7,0.739,0.694,0.5,49,10,0.333
Fr,6-9,Alon Michaeli,Colorado,B12,11,C,44.2,2.1,1.8,1.6,3.1,-1.6,116.9,106,23.7,55.1,57.9,7.7,21.1,10.3,12.3,1.1,1.9,0.8,25,3,0.542,0.773,0.53,25,5.8,0.409
Jr,6-6,Rodney Brown Jr.,Loyola Marymount,WCC,11,G,76.9,2.1,3.1,1.5,2,-0.6,110,103.8,21.3,54,56.1,2.7,6.6,13.8,15,1.3,0,1.2,17.7,1.9,0.333,0.773,0.457,71.8,15,0.382
Jr,6-1,Urban Klavzar,Florida,SEC,12,G,52.2,2.1,2.4,3.7,2.9,0.9,120.9,99.3,17,50,55.7,2.1,4.1,10.6,15.3,1.3,0.4,0.9,29.3,2.2,0.455,0.917,0.421,76.8,13.7,0.349
Jr,6-5,Desmond Claude,Washington,B10,7,G,46.2,2.1,2.9,0.5,1.5,-1,103.8,103.2,25.1,43.6,49.9,3.7,8.3,16.2,17.3,1.1,0.5,0.8,32.6,1.9,0.467,0.857,0.441,20.9,4.9,0.278
Sr,6-3,Marcus Hill,Texas A&M,SEC,11,G,58,2.1,2.4,3.5,2.1,1.4,114.8,102.5,23.2,52.2,57.1,5.6,9,17.5,15.1,1.5,0.5,3.3,65.2,3.1,0.647,0.69,0.59,31.5,5.8,0.25
So,6-9,Maban Jabriel,Queens,ASun,11,F,51.3,2.1,1,2.8,4.6,-1.8,128.4,118.4,16,71.4,73,7.7,16.8,10.5,21.7,1.1,0.5,2.2,16.1,3.2,0.632,0.889,0.64,55.4,7.7,0.516
Sr,6-8,Josh Reed,Penn St.,B10,12,F,60.3,2.1,2,1.2,1.8,-0.6,118.4,109,18.8,51.2,57.9,5.9,14.9,6.6,10.8,1.1,0.4,2.8,43.2,2.3,0.618,0.857,0.62,38.3,6.3,0.226
So,6-3,Makhai Valentine,Northern Illinois,MAC,10,G,70.6,2.1,1.7,1.9,3.1,-1.2,114,116,18.9,51.6,55.8,7.1,17.9,5.6,13.9,0.6,0.4,2.7,29,3,0.727,0.815,0.581,66.7,12.5,0.323
So,6-2,Styles Phipps,Pepperdine,WCC,11,G,88.8,2.1,3.2,0.5,0.5,0,105.8,106.8,23.1,50,53.4,6.7,15,32.4,20.8,1.9,0.9,1.5,34.8,2.7,0.638,0.7,0.518,26.1,4.5,0.3
Sr,6-10,Mohamed Wague,Oklahoma,SEC,11,C,58.4,2.1,2.6,3.3,1.4,1.9,120.1,100.7,17.2,63.3,61.5,14,18.8,9.4,17.8,1.1,7.9,1.5,79.6,5.3,0.667,0.538,0.66,4.1,0.4,0
So,6-4,Brandon Jennings,VCU,A10,12,G,51.9,2.1,2.8,5.6,1.1,4.5,120.5,94.6,19.3,50.8,60.7,5.3,11.4,18.7,19.4,1.6,2.8,4.7,61.9,5.5,0.455,0.897,0.5,27,3.7,0.353
Jr,6-4,Po'Boigh King,Sam Houston St.,CUSA,8,G,70.2,2.1,2.1,0,1.6,-1.6,117.1,111.2,16.8,52.1,55.9,2.4,4.8,6.8,13.3,1.1,1.7,1.2,25.4,2.1,0.25,0.833,0.385,63.4,11.1,0.4
So,6-6,Ofri Naveh,Oral Roberts,Sum,10,G,67.9,2.1,2.2,1.5,1.7,-0.2,107.2,111.6,22,54.3,58.3,5.1,12.5,11.7,18,0.8,2.1,2.8,44.6,2.7,0.596,0.732,0.521,20.7,3.6,0.421
Sr,6-10,Elijah Malone,Colorado,B12,12,C,43.7,2.1,1.8,4.2,2.5,1.7,128.4,102.9,17.9,60.9,64.2,12.5,16.5,11,15,1.4,3.9,2.4,30.9,5.8,0.575,0.824,0.592,10.9,1.6,0.5
So,6-9,Luke Wilson,Appalachian St.,SB,12,C,65.8,2.1,2.6,2.8,1.8,1,120.4,104.6,17.2,64.4,62.3,8.7,19.3,4.1,10.1,0.8,7.9,0.8,110.2,2.1,0.686,0.554,0.644,0,0,0
Sr,6-3,Adrian McIntyre,San Diego,WCC,10,G,53.8,2.1,1.5,3.4,3.9,-0.5,121.1,112.3,18.9,59.2,61.5,8,9,20.1,17.2,2,0,3.5,10.8,2,0.676,1,0.625,38.5,6.8,0.36
Fr,6-4,Cayden Boozer,Duke,ACC,12,G,47.2,2.1,2.8,5.1,2,3.2,121.4,89.4,18,55.6,59.6,1.1,9.5,26.4,19.3,2.7,1,2.5,44.4,3,0.611,0.75,0.581,42.6,5.7,0.348
Jr,6-10,Connor Turnbull,Evansville,MVC,8,C,45.2,2.1,2.3,7.2,3.8,3.4,102.5,103.3,31.9,57.5,60.3,6.8,24.1,16.9,20.1,0.6,16.7,1,32.2,4.2,0.722,0.75,0.579,12.6,3.5,0.364
Jr,6-3,Jacoi Hutchinson,Longwood,BSth,12,G,68,2.1,1.5,1,2.2,-1.2,112,116.7,23.3,45.9,54,3.7,8.9,29.2,14.7,2,0.8,2.6,49.5,2.5,0.526,0.836,0.506,25.2,4.8,0.214
Sr,6-3,Alex Huibregtse,Bradley,MVC,11,G,76.9,2.1,3,2.2,2.6,-0.4,116.4,104.6,16.9,59.7,60.8,1.6,11.2,9,12.7,1.4,0.4,2,7.4,2.4,1,0.875,0.5,77.8,13.9,0.417
Fr,6-5,CJ Shaw,UC Santa Barbara,BW,10,G,56,2.1,1.2,0.2,1.7,-1.6,125.9,117,15.6,55.7,62.1,5.5,5,12.6,13.5,1.7,0.6,2.1,70.5,2.8,0.593,0.774,0.548,29.5,3.4,0.385
Sr,6-7,Nigel Burris,Weber St.,BSky,11,F,51.1,2.1,1.7,1.7,2.1,-0.4,118.9,109.5,19.7,59.4,64.8,8.9,17.5,5.7,18.7,0.5,1.4,2,48.4,6,0.684,0.839,0.619,34.4,5.4,0.364
Sr,5-10,Colin Porter,Liberty,CUSA,7,G,74.5,2.1,3.2,0.6,0.3,0.3,112.5,105.4,16.5,61.6,64.4,0,7.6,13,18.7,2.2,0,2.8,14.3,2.7,0.813,1,0.682,60.7,8.7,0.382
Sr,6-5,AJ Lopez,Richmond,A10,11,G,52,2.1,2.2,3.9,3.4,0.6,117.2,101.8,24,56,62.6,0.5,12.5,10.8,14,0.9,3.3,1.5,59.5,2.8,0.643,0.82,0.58,40.5,8.2,0.353
Fr,6-9,Tyrin Jones,UNLV,MWC,11,C,64.2,2,2.3,5,3.8,1.2,114.7,106.9,18.6,62.7,59.3,9.6,13.3,13.6,14.2,1.5,9,1.9,83.6,2.7,0.661,0.482,0.627,0,0,0
Jr,6-0,Brock Harding,TCU,B12,11,G,82.7,2,4.4,4.3,1.2,3.2,109.1,94.2,18.4,48,50,1.6,7.7,30.1,17,3,1,3.7,21,1.6,0.704,0.667,0.516,36,5.7,0.278
Jr,6-10,Jonathan Beagle,Richmond,A10,11,C,40.8,2,2,3.9,2.5,1.4,126.8,97.4,22.5,56.1,60.9,16.4,23.7,19.3,13.6,1.9,0.7,1.9,109.8,6.2,0.647,0.667,0.575,2.4,0.3,0
Sr,6-3,Angelo Brizzi,Buffalo,MAC,11,G,68,2,2.2,1.2,0.1,1.1,117.8,109.4,18.8,52.7,63.4,1.7,9.3,6.6,16,0.7,0.8,4.6,67.1,3.3,0.677,0.918,0.579,47.9,7,0.314
Jr,6-4,Reese Miller,William & Mary,CAA,8,G,52.2,2,2.6,1,2.1,-1.1,106.6,104.5,22.9,52.6,57.2,1.8,11,22.4,18.6,1.4,0.5,1.5,31.6,1.9,0.667,0.833,0.475,47.4,9,0.389
Sr,6-10,Nick Davidson,Clemson,ACC,12,F,53.9,2,2.6,3.6,2.4,1.2,115.7,97.7,20.6,48.6,54.1,9.6,13.7,12.6,13.3,1.5,1.9,1.4,53.4,2.6,0.583,0.718,0.528,27.4,4.5,0.25
Jr,6-7,Eddie Ricks III,James Madison,SB,12,F,77.8,2,2.2,2.2,2.1,0.1,125.2,112.6,12.8,57.7,61.4,3.6,21.4,10.6,12.2,2.3,1.8,2,38,2.3,0.731,0.778,0.639,49.3,5.4,0.343
Sr,6-8,Emmanuel Ugbo,Washington St.,WCC,12,F,44.6,2,1.5,3,3.4,-0.4,123.2,109.2,19.1,62.3,64.8,4.1,20,8.4,12.8,1,1.6,0.5,42.6,3.7,0.762,0.731,0.657,42.6,7.1,0.385
Sr,6-8,Youri Fritz,Northeastern,CAA,9,C,65.6,2,2.9,2.4,1.5,0.9,112.9,103.8,20.4,67.4,63.4,9.4,14.9,4.7,15.7,0.4,5.4,2.4,78.3,4.5,0.714,0.5,0.662,1.4,0.2,1
So,6-3,Cbo Newton,Abilene Christian,WAC,9,G,58.9,2,2,4,2.9,1.1,112.2,107.9,20,55.1,57,3.7,10.5,9.8,14.1,0.9,0,4.2,11.4,3.6,0.615,0.889,0.5,39.2,8.7,0.419
Jr,6-9,TJ Power,Penn,Ivy,10,F,85.7,2,2.9,1.8,2.1,-0.3,103.2,108.5,24.7,52.7,54.4,5,20.6,16.7,18.1,1,2.2,1.7,34.1,2.5,0.513,0.614,0.461,41.1,8.8,0.415
Fr,6-7,Ivan Kharchenkov,Arizona,B12,11,G,59.7,2,3.9,8.4,3,5.4,117.1,85.3,16.6,52.7,55.8,5.5,10.7,13.8,17.7,1.7,1.2,4,24.7,2.4,0.633,0.778,0.556,38.4,5.9,0.321
So,6-7,Will Heimbrodt,Seattle,WCC,9,C,71.2,2,4.2,7.2,2.6,4.6,104.8,94.5,25.4,54.3,56.2,1.4,14.1,14.6,15.8,1,11.3,2.6,44.8,3.2,0.65,0.617,0.556,22.9,4.8,0.333
So,6-4,Ian Jackson,St. John's,BE,11,G,49.1,2,2.6,4.1,3.6,0.6,109.9,94.4,24.2,56.3,59.5,2.6,13.6,13.8,20.5,0.7,0.4,1.7,22.1,2.6,0.636,0.857,0.609,51.6,12.2,0.347
So,6-10,Jacob Cofie,USC,B10,12,C,71.6,2,3.7,5.6,1.8,3.8,114.6,95.3,16.6,59.6,60.6,7.1,18,11.7,18.5,1.1,7.8,2,31.5,4.7,0.661,0.643,0.629,21.3,2.9,0.316
Sr,6-2,Tyler Cochran,Rhode Island,A10,12,G,76.5,2,4.5,5.3,0.6,4.6,108.2,90.5,23.1,46.1,51.4,4.7,15.8,12.8,13.3,1.2,0.7,6.5,44.1,3.3,0.523,0.732,0.487,37,7.6,0.277
Sr,6-3,Jaehshon Thomas,Drake,MVC,10,G,59.1,2,1.7,1.1,2.1,-1,115.3,112.4,20.3,54,56.2,0.5,5.4,13.7,7.3,2.6,0.9,1.7,17,1.8,0.609,0.8,0.481,40.9,8.9,0.417
Jr,6-6,RaSheed Jones,Coastal Carolina,SB,12,G,86.3,2,3,0.6,0.6,0,108.3,107.6,21.4,47.6,53.1,1.2,12,14.2,8.9,2.4,0.3,1.2,31.8,2.5,0.6,0.851,0.45,45.9,9.2,0.338
Jr,7-2,Will Berg,Wichita St.,Amer,10,C,47.6,2,2.7,2.4,1.5,0.9,115.3,96,22.1,48.1,55.5,16.6,21.2,5.4,15.6,0.5,7.4,0.9,88.5,4.5,0.594,0.696,0.5,3.8,0.6,0
So,6-10,Jovan Milicevic,Xavier,BE,13,F,61.1,2,2.3,1.3,2.5,-1.1,107.1,105.2,23,51.2,52.9,8.2,11.1,10.3,10.7,1.2,1.6,1.2,27.8,4.4,0.469,0.629,0.368,54.8,12.1,0.42
Jr,6-5,Eddie Placer,Wagner,NEC,7,G,60.1,2,1.4,2.4,3.5,-1.1,119.1,118,16.2,63.6,63.4,2.3,10.8,8.2,14.5,0.9,0,1.5,21.8,2.2,0.75,0.583,0.579,65.5,10.6,0.444
So,6-9,Drew Scharnowski,Belmont,MVC,11,C,44.6,2,2.5,4.5,2.1,2.4,110.2,96.5,28,71.2,66,13.8,18.1,16.3,23.8,0.7,7.3,1.3,81.8,4.9,0.767,0.5,0.734,3,0.5,0
So,6-5,Jurian Dixon,UC Irvine,BW,10,G,74.7,2,3.6,3.1,2,1.1,104.1,98.1,23.8,44.9,50.3,3.1,9.7,13,7.9,2.1,0.3,1.9,28.1,2.4,0.5,0.861,0.402,32,7.7,0.366
Sr,6-5,Emanuel Prospere II,UC San Diego,BW,11,G,66.2,2,3.5,5.8,1.5,4.4,111.9,94.9,21.8,55.5,57,5.5,14.6,23.5,19,2,1.6,5,32.9,3.8,0.582,0.63,0.585,20.7,3.4,0.294
Fr,6-8,Sebastian Williams-Adams,Auburn,SEC,12,F,62.1,2,2.5,4.7,2.1,2.6,115.3,104.3,15.5,60.8,57.5,5.3,7.9,15.6,16,2.2,2.6,3.2,98,3.7,0.697,0.48,0.651,15.7,1.5,0.25
Sr,6-3,Roddie Anderson III,Xavier,BE,13,G,59.2,2,2.7,2.8,1.5,1.3,102.3,100.6,27.8,45.4,50.4,2.3,12.2,23.3,12.4,1.9,1,3.4,35.7,3.5,0.61,0.76,0.455,45,11.4,0.302
Fr,6-9,Dalton Scantlebury,Penn,Ivy,10,C,44.2,2,1.5,4,3.4,0.5,125.4,108.4,19.3,59.6,60.3,14.4,14.4,7.3,8.3,1.2,6,1.9,48.1,4.1,0.667,0.6,0.596,0,0,0
Fr,6-8,Dwayne Aristode,Arizona,B12,11,F,42.2,2,2.3,5.8,4.8,1,132.1,93.6,13.7,66.7,65.7,7.8,6.5,8,15.1,1.4,0,1.2,24.4,1.9,0.556,0.545,0.545,75.6,10.1,0.471
Fr,6-8,Timo George,Portland,WCC,10,C,50.7,2,2,3.5,1.8,1.7,113.8,104.6,24.3,71.2,72.2,9.4,16.5,14.3,24.7,0.8,7.7,1.6,54.5,5.7,0.796,0.722,0.772,13.6,2.4,0.222
So,6-0,Jaden Jackson,South Dakota St.,Sum,11,G,76.8,2,2.7,0.8,1.1,-0.2,103.9,107.1,23,48.8,52.6,3,13.9,15.8,15.8,1.3,0,2.4,25.2,3,0.515,0.806,0.436,55.3,11.7,0.353
So,6-3,Isaac Asuma,Minnesota,B10,11,G,76.3,2,3.4,3.2,1.4,1.8,110.4,100.8,19.1,49.4,53,3.6,9.9,30.2,18.6,2.5,2.4,2.3,25.6,3.4,0.519,0.783,0.475,55.6,8.9,0.34
Jr,6-3,Damien Mayo Jr.,Southern Illinois,MVC,11,G,59.6,2,2.5,4.4,1.7,2.7,120.7,103.2,16,61.7,65.2,4,7.8,17.6,20.7,2.1,0.9,4,31.7,3.9,0.517,0.842,0.5,36.7,4.6,0.545
Fr,7-0,Wilson Jacques,Fresno St.,MWC,11,C,59.3,2,2.8,2.5,1.1,1.4,119.7,99,17.1,54.5,57.2,13.3,24.2,8.7,12.7,1.3,3.2,2.4,31.3,4.6,0.622,0.714,0.538,3,0.4,0.5
Jr,6-11,Boden Kapke,Boston College,ACC,11,F,55.1,2,2.3,1.7,1.3,0.4,118.7,102.5,20.3,51.3,55.6,11.1,10.7,7.3,9.5,1,3.4,0.2,31.6,4.1,0.6,0.8,0.5,31.6,6,0.36
Sr,5-10,Albert Vargas,Robert Morris,Horz,12,G,59.4,2,1.9,0.2,-0.2,0.4,116.4,110.4,20.4,46.2,53.9,3.2,10.9,28.9,19.4,2.5,0,2.3,36.7,5.6,0.333,0.931,0.378,53.2,8.7,0.357
So,6-8,Matt Hodge,Villanova,BE,11,F,70.4,2,3.2,2.2,1.3,0.9,114.3,100.3,17.6,53.7,55.5,4.3,12.5,6.7,14.4,0.9,2.2,1.4,21.1,3.2,0.679,0.7,0.618,64.2,11.9,0.328
Jr,6-3,Tyler Isaak,Montana,BSky,9,G,71.1,2,2.2,0.2,-0.3,0.5,115.3,110.3,16.4,50,57.5,0.9,13.1,21.9,15.3,3.6,0.4,2.1,52.6,3.6,0.579,0.833,0.522,59.6,7.1,0.324
Sr,6-5,German Plotnikov,Hofstra,CAA,11,G,82.8,2,3.2,2.9,1.3,1.6,120.3,105.1,12.5,62.5,65.8,4.3,8.6,4.4,19.5,0.8,2.2,2.1,29.4,2.9,0.714,0.85,0.5,58.8,6.5,0.475
Fr,6-6,Peyton White,Nevada,MWC,12,F,41.4,2,1.3,1.6,3.5,-1.9,127,110.2,17.1,56.5,61.8,6.6,9.3,5.1,8.6,1,1.9,0.3,48.1,3.4,0.571,0.808,0.486,35.2,5.6,0.474
Jr,6-4,Kael Combs,Iowa,B10,12,G,63.1,2,3.3,3.7,0.9,2.9,121.7,95.5,14.1,56.4,63.2,1.4,9.7,19.1,21.7,2.4,0,2.2,44.7,2.6,0.647,0.905,0.611,23.4,2.2,0.273
