YR,Height,Player,Team,Conf,G,Role,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,A/TO,Blk,Stl,FTR,FC/40,C2%,FT%,2PT%,3PR,3P/100,3PT%
So,6-4,Darius Morris,Michigan,B10,65,G,73.8,3,3.4,2.9,1.4,1.4,100.3,94.9,24,48.5,52.2,2.9,9.5,35.1,21.9,2,0.4,1.8,37.3,2.8,0.692,0.694,0.522,19.1,3.3,0.222
Sr,6-2,Chucky Hepburn,Louisville,ACC,137,G,80,2.9,4,5,1.7,3.3,107.3,94.5,20.5,48.7,53,1.7,9.2,21.8,15.2,2.2,0.3,3.3,30.8,2.7,0.573,0.779,0.45,45.3,7.9,0.354
Jr,6-2,Davion Mitchell,Baylor,B12,94,G,67.1,2.9,3.6,4.7,1.9,2.8,108.6,92.7,18.8,54.2,56,1.5,7.7,23.7,22.1,1.9,1,2.7,27,3.6,0.624,0.661,0.525,44.4,6.8,0.376
Jr,6-5,Lorenzo Brown,N.C. State,ACC,101,G,79.6,2.9,3.4,4.5,2.8,1.7,102.1,96.5,23.2,46.3,51.3,2.6,11.5,32.8,23.2,1.9,1.5,3.1,40,2.3,0.589,0.741,0.464,22,3.7,0.305
Jr,5-11,Phl Pressey,Missouri,SEC,99,G,71.6,2.9,3.3,5.1,3.2,1.8,105.5,94.7,22.4,46.6,51,2.6,8.9,34,23.9,2.2,0.2,3.9,33.9,2.7,0.478,0.757,0.429,40.5,6.5,0.347
Sr,6-4,Daniss Jenkins,St. John's,BE,115,G,70.5,2.7,3.2,3.6,2.4,1.2,104.2,98.8,24.1,46.3,50,3.1,9.2,23.4,15.5,1.9,2,2.4,21.7,2.6,0.473,0.806,0.449,31.7,7.1,0.33
Sr,6-3,Tyshawn Taylor,Kansas,B12,146,G,67.9,2.7,3.5,4.7,2.5,2.2,105.2,90.5,22.3,52.9,56.6,1.4,7.2,25.9,24.3,1.5,0.8,2.5,44,3.1,0.628,0.708,0.518,28,4.6,0.37
Sr,6-3,Reece Beekman,Virginia,ACC,126,G,80.7,2.7,4.2,6.7,2.2,4.5,107.1,91.6,20.3,47.2,51.2,1.5,11.4,32.4,15.9,3.2,2.1,3.7,27.7,1.8,0.551,0.767,0.469,27.1,4.4,0.319
Sr,6-0,Zavier Simpson,Michigan,B10,145,G,62,2.7,4.1,4.9,1.4,3.5,105.9,89.3,20.5,50.6,51.8,1.9,13,33.3,19.9,2.7,0.3,2.5,32.2,2.7,0.608,0.59,0.522,32.5,4.8,0.315
Fr,6-3,Trevon Duval,Duke,ACC,37,G,73.8,2.4,3.4,2,0.7,1.3,102.9,96.9,22.4,47.3,48.9,2.1,4.9,30.3,23.4,2,0.5,2.8,25.7,3.2,0.521,0.596,0.49,30.9,5.5,0.29
So,6-4,Kendall Marshall,North Carolina,ACC,73,G,69.8,2.4,3.6,5.3,2.9,2.3,107.9,91.6,17.7,50.4,54,0.6,7.5,43.2,28.3,3.1,0.4,2.2,39.9,2,0.505,0.693,0.484,32.4,3.4,0.364
Sr,6-4,JaQuori McLaughlin,UC Santa Barbara,BW,120,G,64.5,2.3,2.7,1.4,1.4,0,106.2,105,20.9,49.4,53.7,1.6,8.9,23.9,18.2,2,0.8,1.9,36.8,2.7,0.568,0.788,0.448,44.5,7.6,0.367
So,6-3,Ashton Hagans,Kentucky,SEC,67,G,74.7,2.2,4,4.3,1.2,3,101,90.6,21.4,46.3,53.3,1.8,9.7,31.3,26.8,1.8,0.5,3.3,48.1,2.9,0.573,0.791,0.484,23.6,3.3,0.265
Sr,6-0,Peyton Siva,Louisville,BE,144,G,62.8,2.1,4,3.9,0.4,3.6,99.3,85.8,22.2,46.7,51.6,1.4,8.9,34.2,27.1,1.8,0.6,4,40.2,4,0.6,0.737,0.482,34.4,5.3,0.291
Sr,6-0,Chris Chiozza,Florida,SEC,139,G,62.3,2.1,3.4,4.8,1,3.8,105.5,91.1,18.9,46.6,50.8,1.8,12.6,30.4,20.1,2.6,0.2,3.2,32.6,3.3,0.537,0.747,0.446,45.3,6.6,0.327
Jr,6-0,Yuri Collins,Saint Louis,A10,113,G,76.3,1.8,3.4,1.4,0.2,1.2,97.5,97.7,21.1,45.9,49.7,1.1,10.2,40,29.3,2.3,0.3,2.7,40.5,2.9,0.513,0.713,0.451,19.9,2.6,0.329
Sr,6-5,Alex Caruso,Texas A&M,SEC,137,G,70.7,1.8,3.9,6,1.1,4.9,101.5,89.5,20,50.9,54.3,3.1,11.9,32.9,27.1,1.9,1.8,4.3,40.7,3.5,0.633,0.685,0.509,31.9,4.2,0.34
Sr,6-2,Briante Weber,VCU,A10,127,G,51.2,1.7,3.8,8.6,0.7,7.9,106.1,81.8,18.1,45.5,51.5,3.7,13.3,23.8,20.2,2.1,1,7.4,43,3.8,0.538,0.769,0.466,21,2.9,0.274
Sr,6-2,Larry Drew II,UCLA,P12,130,G,53.2,1.3,2.9,0.7,0,0.8,95.9,96.3,17.2,47.3,49.4,1.1,7.8,33.1,29.5,2.3,0.3,2,29.7,2.6,0.483,0.602,0.45,36.1,4.1,0.343
Sr,6-5,Tahjere McCall,Tennessee St.,OVC,113,G,58.5,1.3,2.9,1.4,-0.5,1.9,94.6,99.6,25.1,44.4,50.1,6.3,11.3,23.8,24.2,1.1,1.4,4.1,56.2,4.5,0.518,0.684,0.461,14.8,2.5,0.229
Sr,5-11,David Stockton,Gonzaga,WCC,135,G,48.8,1,2.6,3.1,-0.1,3.3,102.4,92.2,17,48.1,52.2,0.9,8.1,26.9,25.9,2.1,0.4,3.7,39.9,3.4,0.604,0.698,0.514,43.4,5,0.293
Fr,6-11,Marvin Bagley III,Duke,ACC,33,C,74.8,6,4.5,9.6,8.3,1.4,123.8,91.5,25.8,64,64.3,13.8,21.4,8.8,14.7,0.7,2.6,1.4,47.5,2.2,0.731,0.627,0.647,13.2,2.9,0.397
Sr,6-8,Luke Harangody,Notre Dame,BE,97,C,75.1,5.5,3.7,6.8,6.7,0.1,111.3,92.9,32.9,49.1,53.9,10.7,24.5,13.3,11,0.9,2.5,1.3,36.1,3,0.661,0.775,0.491,7.6,2.5,0.328
So,6-9,Jared Sullinger,Ohio St.,B10,74,C,75.4,5.4,4.9,9.4,6.9,2.5,119.5,81.3,27,54.1,59.1,13.3,25,8,12.6,0.7,3,2.1,58.6,3.5,0.692,0.733,0.541,6.1,1.4,0.365
Sr,6-11,Luka Garza,Iowa,B10,127,C,65.8,5.3,3,8.5,8.1,0.4,120.1,97.4,27.9,58.3,60.8,11.2,18.3,10,10.8,0.9,4.7,1.1,40.4,3.5,0.699,0.701,0.592,20.6,5.4,0.366
Sr,7-0,Frank Kaminsky,Wisconsin,B10,144,C,49,5.1,3.7,12.2,8,4.2,123.2,87,25.2,57.3,60.9,7.9,20.5,14.9,10.8,1.6,5.2,1.7,38,3.2,0.728,0.763,0.58,27.5,6.2,0.369
Fr,6-11,Asa Newell,Georgia,SEC,33,C,72.5,5.1,3.6,8.5,7.2,1.4,127.8,96.4,23,58,61.2,14,13.5,6.7,9.8,0.8,3.8,2,38.4,3.3,0.729,0.748,0.627,25.3,5.4,0.292
Sr,6-10,Drew Timme,Gonzaga,WCC,133,C,67.4,5,3.4,8.6,6.7,1.8,121.4,92.7,27.6,62.3,63.5,9.8,17.7,16,14.8,1.2,3.2,1,48.8,3.3,0.729,0.656,0.637,5.3,1.2,0.247
Jr,6-9,Patrick Patterson,Kentucky,SEC,97,C,77.7,5,4.2,7.9,5.6,2.2,123.9,90.3,20.7,59.7,62.5,10.7,16.3,9.9,13.3,0.9,4.8,1.2,39.4,2.5,0.824,0.734,0.604,6.9,1.3,0.329
Fr,6-8,Jabari Parker,Duke,ACC,35,C,76.4,4.9,3.9,6.8,6.3,0.5,111.7,93.1,31.6,51.1,55.8,11.4,23.1,8.7,14.5,0.5,4,2.1,42.9,3.1,0.623,0.748,0.504,21.2,6,0.358
Fr,6-10,TJ Leaf,UCLA,P12,35,C,72.8,4.8,3.5,7.5,6,1.6,128.2,96.4,21.5,65.2,66,9.1,19.7,13.2,12.4,1.6,3.5,1.1,27.8,3.4,0.777,0.679,0.644,15.2,3,0.466
Jr,6-10,DaRon Holmes II,Dayton,A10,102,C,80.7,4.8,4.1,8.9,5.7,3.2,118.3,92.1,25.9,60.6,62.9,8.2,19.3,13.4,14.3,1,7.4,1.4,60.8,2.3,0.748,0.671,0.614,10.2,2,0.358
Sr,7-2,Hunter Dickinson,Kansas,B12,160,C,74.5,4.7,4.2,8.6,5.6,2.9,114.2,89.7,27.1,57.3,60.1,9.7,23.9,13.1,14.5,0.9,5.1,1.2,31.1,3,0.702,0.729,0.583,12.2,2.9,0.337
Jr,6-7,E.J. Liddell,Ohio St.,B10,92,C,64.3,4.7,3.4,8,5.7,2.3,113.2,92.1,27.6,52.3,57.7,8.2,18.6,12.8,14,0.9,6.4,1.2,53,3.7,0.644,0.749,0.528,25.4,5.7,0.341
Sr,6-5,Terry Taylor,Austin Peay,OVC,119,C,81,4.7,3,5.8,6.6,-0.9,118.8,103.5,25.9,57.2,59.7,13.1,20.8,8.6,13.9,0.6,3.4,1.7,32.6,2.4,0.712,0.721,0.591,25.1,5.9,0.343
Fr,7-2,Bol Bol,Oregon,P12,9,C,17.6,4.7,4.9,12.3,8.3,4,116.5,82.5,30.4,61,63.2,9.7,29,9.5,13.5,0.5,12.9,1.8,28,2.2,0.722,0.757,0.57,18.9,5.7,0.52
Sr,6-7,Jacob Wiley,Eastern Washington,BSky,32,C,78.9,4.6,2.9,5.8,4.9,1,117.6,104.9,29.5,64.9,66.7,10.1,21,15.1,22.5,0.6,8.6,1.3,47,3.6,0.713,0.824,0.641,1.8,0.4,0.714
Fr,6-10,Vernon Carey Jr.,Duke,ACC,31,C,61.1,4.5,3.7,9.9,7.1,2.8,116.6,83.7,30.3,58.8,61.5,12,26.2,8.3,14.7,0.5,5.8,1.6,63.2,4.4,0.652,0.67,0.59,6.1,1.5,0.381
Fr,6-11,Zeke Nnaji,Arizona,P12,32,C,75.8,4.4,4.2,6.8,4.9,1.9,116.1,87.3,24.1,57.8,63,11.5,20.4,5.8,16.9,0.4,3.3,1.3,63.7,3.1,0.661,0.76,0.586,5.4,1,0.294
Sr,6-6,Bonzie Colson,Notre Dame,ACC,124,C,52.7,4.3,3.6,8,5.9,2.2,120.7,92.6,24.7,54.6,59,10.4,22.7,8.3,10,1,5.1,2.4,41.9,3.1,0.682,0.769,0.55,11.9,2.6,0.346
Fr,7-0,Chet Holmgren,Gonzaga,WCC,32,C,67.3,4.2,4.8,14.1,7.1,7,124.3,76.3,21.4,68,69.1,8,28.7,11.4,17.9,1,11.9,1.6,35.4,3.9,0.84,0.717,0.737,37.5,6.6,0.39
So,6-10,Jalen Smith,Maryland,B10,64,C,71.1,4.2,4.1,8.4,5.6,2.9,117,87.6,22.6,55.8,59,12,21.1,6.6,13.4,0.6,6.8,1.2,43.7,3,0.696,0.709,0.584,26,5.1,0.323
Fr,6-10,Wendell Carter Jr.,Duke,ACC,37,C,66.6,4.2,3.9,10.4,5.9,4.5,121.5,87.2,23.4,59.1,62.8,12.8,23.1,13,18.2,1,7.6,1.7,52.7,4.2,0.686,0.738,0.586,14.4,2.6,0.413
So,6-11,Greg Monroe,Georgetown,BE,65,C,81,4.2,4.5,8.7,4.6,4,108.8,86.2,25.5,55,58.5,8.6,21.4,20.8,21.1,1.1,5,2.9,56.9,3.1,0.647,0.677,0.558,5.2,0.9,0.273
So,6-10,Daniel Oturu,Minnesota,B10,66,C,70,4.1,4,7.4,5,2.4,109.6,89.3,25.9,57.2,59.5,11.9,22.5,6.6,17,0.4,6.5,1,42.3,3.8,0.697,0.672,0.574,7.7,1.7,0.37
Sr,6-10,Jon Leuer,Wisconsin,B10,123,C,51.3,4.1,3.3,7.5,5.8,1.7,111.6,90.5,27.1,52.9,55.9,7.1,19,12.4,12.9,1,3.5,1.2,31.3,2.8,0.701,0.723,0.521,25.3,6.6,0.368
Sr,6-10,Nathan Knight,William & Mary,CAA,119,C,63.1,4.1,2.4,5.2,4.4,0.8,114.5,103.7,31.3,57.8,61.9,9.7,23.9,18.7,15.8,1,6.6,1.1,54.8,4.7,0.658,0.736,0.603,13.8,3.3,0.282
Sr,6-7,Damion James,Texas,B12,106,C,74.8,4.1,4.3,7.9,5.8,2.1,111,85.6,25.2,51.6,54.3,11.2,24,8.3,14.5,0.7,3.8,2.1,40.2,3.6,0.728,0.65,0.504,21.4,4.9,0.373
Sr,6-10,Johni Broome,Auburn,SEC,163,C,64.7,4,4.1,9.7,6,3.6,112.5,86.5,29.1,55.3,56.1,13.2,25.6,14.2,13.5,1,9.6,1.7,36.9,3.5,0.659,0.607,0.564,10.3,2.6,0.302
Fr,6-10,Derik Queen,Maryland,B10,36,C,75.6,4,4.8,7.8,4.2,3.7,113.4,86.1,26.9,53.5,59.1,9,24.5,11.6,16.5,0.8,3.8,2,54.6,2.8,0.675,0.766,0.558,8.8,1.8,0.2
So,6-11,Domantas Sabonis,Gonzaga,WCC,72,C,66.6,4,4,6.5,4.5,2,119.3,87.7,24.3,62.8,66.2,12.3,26.5,9.9,19.2,0.6,2.2,1.1,52.8,4.5,0.733,0.728,0.63,2.4,0.4,0.357
Sr,6-9,Jack Cooley,Notre Dame,BE,123,C,43.4,4,3.1,6.3,5.1,1.2,122.2,90.9,21.6,60.1,62.1,17.6,21.1,6.3,13.4,0.6,4.8,1.4,52.2,4.1,0.691,0.663,0.601,0.3,0.1,0.5
Sr,6-7,Enrique Freeman,Akron,MAC,117,C,68.8,3.9,3.6,6.2,4.6,1.6,119.7,94,24.6,63.1,64.8,12.5,31.3,10.8,17.6,0.7,5.4,1.2,55.2,3.6,0.681,0.675,0.638,5.5,1,0.345
So,6-10,Bobby Portis,Arkansas,SEC,70,C,70.5,3.9,3.6,7.8,6,1.7,117.6,91.8,23.7,54,57.4,12,18.6,9.8,11.5,1,5.3,2.1,35.2,2.8,0.741,0.737,0.54,8.1,1.8,0.365
So,7-0,Kyle Filipowski,Duke,ACC,72,C,74.4,3.9,4.4,8.3,4.8,3.5,109.7,87.7,28.3,51.6,55.4,9.5,23.6,14.8,16.6,1,3.9,2.5,39,3.8,0.61,0.718,0.533,27.3,6.6,0.314
Sr,6-8,Yante Maten,Georgia,SEC,127,C,65.5,3.8,3.6,6.6,4.6,2,108.7,93.4,26.9,50.6,56.1,10.8,16.5,9.1,15.1,0.5,6.2,0.9,50.9,3.4,0.653,0.755,0.494,10.7,2.4,0.403
Jr,7-0,Orlando Robinson,Fresno St.,MWC,85,C,72.4,3.8,3.5,6.2,4.5,1.7,107,94.8,29.3,50.6,55.2,9.7,21.7,18.3,16.7,0.9,4.1,1.9,48.9,3,0.645,0.713,0.51,19.8,4.6,0.325
Sr,6-10,JaJuan Johnson,Purdue,B10,140,C,68.5,3.8,4.2,7.3,4.3,3,109.7,85,24.7,50.6,55.6,8.6,17.4,5.7,11.9,0.5,7.3,1.5,47.5,2.6,0.667,0.743,0.512,4.3,0.9,0.25
So,6-10,Reggie Perry,Mississippi St.,SEC,65,C,68,3.8,3.3,5,4.1,0.9,112.6,93.8,25.3,52.9,58,12.8,24,10.9,18.1,0.6,3.7,1.5,51.4,4.4,0.675,0.748,0.544,18.3,3.6,0.309
Jr,6-9,Adama Sanogo,Connecticut,BE,91,C,59.5,3.8,3.5,6.5,4.4,2.2,112.9,88.6,26.1,57,59.1,12.1,20.9,9.4,17.5,0.5,5,1.6,26.7,4.4,0.71,0.715,0.572,5.6,1.4,0.358
Sr,6-9,Alize Johnson,Missouri St.,MVC,64,C,74.3,3.8,3.2,5.4,5.6,-0.3,110.9,100.2,27.3,51.1,54.2,12.1,30.2,16.6,16.6,1.1,1.1,1,41.5,3,0.659,0.716,0.521,33.4,7.5,0.327
Sr,6-9,Andrew Nicholson,St. Bonaventure,A10,122,C,72.8,3.8,3.1,5.3,4.1,1.2,110.9,96.5,26.5,58.5,61.6,9,19.1,6.3,18.1,0.3,7,1,45.3,4,0.746,0.72,0.585,5.5,1.3,0.382
So,6-9,Terrence Jones,Kentucky,SEC,76,C,73.9,3.8,4.5,8.1,4.4,3.7,108.6,83.6,25.1,49.3,52.6,9.9,19.3,9.5,14.2,0.8,5.9,2.4,48.5,3.1,0.702,0.638,0.493,15.6,3.3,0.328
Sr,6-10,Dean Wade,Kansas St.,B12,126,C,66,3.7,3.8,7.6,4.9,2.7,118.1,93,20.1,55.6,58.4,7.1,15.2,15.4,11.9,1.7,2.6,1.9,36.6,3.1,0.707,0.711,0.547,30.1,5.3,0.384
Fr,6-8,Tobias Harris,Tennessee,SEC,34,C,72.5,3.7,3.5,6.7,5.3,1.4,109.5,91.9,25.9,48.9,54,7.5,20.6,10.4,14.3,0.7,3.4,1.4,42.3,2.8,0.664,0.753,0.497,18.9,4.5,0.303
So,6-6,Kawhi Leonard,San Diego St.,MWC,66,C,78.7,3.7,4.7,6.6,4.1,2.5,107.7,84.7,26,46.6,50.8,12.5,24.9,14.4,16.4,1,2.2,2.8,32.6,3.2,0.746,0.742,0.489,19.4,4.5,0.245
Jr,6-9,Marcus Morris,Kansas,B12,109,C,59.6,3.7,3.4,7.7,5.4,2.3,116.8,86.6,24.1,57.9,60.1,12.2,16.6,10.2,15.7,0.8,1.9,2.2,51.6,4.2,0.745,0.66,0.585,13.4,2.7,0.358
Jr,6-8,Xavier Tillman,Michigan St.,B10,105,C,53.1,3.7,4.1,10.7,5.1,5.5,119.9,82.4,20.2,59.9,62.4,11.9,21.5,14.4,17.5,1.2,7.2,2.1,47.9,4.1,0.716,0.695,0.628,12.9,2,0.273
Sr,6-8,Gary Clark,Cincinnati,Amer,139,C,71.2,3.7,4.4,9.8,5.4,4.4,123,85.2,19.2,55.1,58.3,12.6,20.1,14.2,12.8,1.8,5.1,2.5,44.4,2.7,0.663,0.698,0.547,13.6,2.1,0.383
Jr,6-10,Nikola Vucevic,USC,P12,87,C,61,3.6,4.4,7.3,4.2,3.1,111.6,85.9,21.6,53.5,57.1,10.8,23.6,9.5,16.2,0.8,4.4,1.1,34.3,3.5,0.707,0.746,0.551,16.9,3.1,0.303
Sr,6-10,PJ Hall,Clemson,ACC,120,C,56.5,3.6,3.1,6.2,4.4,1.8,110.4,93.8,28.8,54.6,58.2,7.5,17.8,10.7,13.4,0.7,5.4,1.5,30.9,4,0.701,0.78,0.567,26.7,7,0.326
Sr,6-8,Juwan Morgan,Indiana,B10,128,C,53.9,3.6,3.3,8.2,5.3,2.9,118,92.5,22.2,59.3,61.3,10.5,18.9,11,15.6,0.9,5.1,2.1,48.4,4.1,0.698,0.671,0.632,20.9,3.8,0.297
Sr,6-7,Alan Williams,UC Santa Barbara,BW,104,C,60.3,3.6,3.5,5.2,4.1,1,108.1,92.6,31.4,48.8,53.3,15.9,27.3,9.8,13.1,0.6,8.1,2.2,49.8,4.2,0.615,0.701,0.489,0.2,0.1,0
Jr,6-8,Montrezl Harrell,Louisville,ACC,112,C,65,3.5,4.4,7.8,4.8,3,115.4,84,21.1,59.2,58.6,11.1,18.3,7.4,13.7,0.7,4.4,1.8,44.6,2.9,0.75,0.533,0.6,4.4,0.8,0.275
Sr,6-9,Jarrod Uthoff,Iowa,B10,100,C,66.1,3.5,3.8,9.8,6.5,3.3,115.7,90.1,22.3,51.7,55.7,6.2,17.5,9.6,10.6,1.2,7.2,1.8,31,2.1,0.69,0.795,0.486,35.2,8,0.383
Sr,6-9,Cory Jefferson,Baylor,B12,125,C,42.9,3.5,3,5.8,4.3,1.5,118.2,92.7,20.6,55.3,58.3,10.8,20.2,4.3,11.7,0.5,6.5,0.9,52.1,3.5,0.757,0.669,0.554,6.3,1.2,0.354
Fr,6-8,Omari Spellman,Villanova,BE,40,C,69.7,3.5,3.9,6.6,4.4,2.3,121,89.7,17.9,57.3,58.8,9.9,23,4.3,11.4,0.8,5.5,1.3,20.8,3.3,0.573,0.7,0.511,44.6,7.6,0.433
So,6-11,Perry Jones III,Baylor,B12,61,C,73.3,3.5,3.7,3.6,3,0.6,109.7,93.1,22,52.6,55.5,10.2,17.3,8.2,16.7,0.6,2.5,1.3,36.1,3,0.766,0.69,0.534,6.6,1.3,0.279
Sr,6-10,Chris Boucher,Oregon,P12,67,C,54.8,3.4,3.6,8.4,4.9,3.4,120.3,88.6,21,59.5,61,11,20.2,3,11.9,0.4,11.8,1.5,43.3,4.4,0.707,0.642,0.649,39.1,7.4,0.341
Sr,6-8,Mike Scott,Virginia,ACC,130,C,55.3,3.4,3.3,5,4,0.9,110.6,91.9,23.9,52.9,57.5,11.4,21.1,8.9,15.9,0.6,1.7,1.5,41.2,3,0.67,0.775,0.528,3.9,0.8,0.364
So,6-8,PJ Washington,Kentucky,SEC,72,C,68.4,3.4,3.8,7.3,4.1,3.1,110.8,90.4,23.4,55.1,57.7,9.1,17.4,11.8,17.3,0.9,4.2,1.7,64.5,3.7,0.659,0.632,0.546,15.9,2.9,0.384
So,6-11,Ivan Rabb,California,P12,65,C,72.1,3.4,4.4,6.3,3.3,3,113.2,88.5,22.3,55.1,58.4,10.9,23.6,8.8,15.9,0.7,3.7,1.2,59.4,4,0.696,0.666,0.549,3.8,0.7,0.409
Fr,6-9,Kevon Looney,UCLA,P12,36,C,76.8,3.4,3.8,6.3,4.4,1.9,113,91.9,20,50.5,53.2,12.2,21,9.1,11.9,1.1,3.3,2.5,45.8,3.7,0.641,0.626,0.481,16.5,2.8,0.415
Sr,6-8,Anthony Gill,Virginia,ACC,139,C,61.1,3.3,3.3,5.6,3.6,2,115.1,90.1,23,56.3,59.7,11,16.4,7.2,14.6,0.6,2.4,1.6,60.4,3.7,0.749,0.68,0.561,3.3,0.6,0.419
Sr,6-9,Lavoy Allen,Temple,A10,135,C,78.8,3.3,4.1,5.8,3.2,2.6,115.5,90.4,18.5,54.2,56.2,11.3,19.3,13.4,14.6,1.5,5.2,1,29.2,3.1,0.775,0.671,0.549,6,0.9,0.288
So,6-9,Caleb Swanigan,Purdue,B10,69,C,71.2,3.3,4.3,5.4,3,2.4,105.6,87.5,26.5,54.3,58.6,9.3,30.3,16.3,22.9,0.8,1.8,0.8,42.7,3.4,0.768,0.76,0.537,22.3,4.5,0.376
Fr,6-10,Thomas Sorber,Georgetown,BE,24,C,55.3,3.3,4.1,7.3,3.3,4,111.8,94.4,24.2,54.4,58,9.5,21.9,15.6,17.4,1.1,7.6,2.7,42,2.8,0.687,0.724,0.596,14.8,2.9,0.162
Jr,6-9,Thomas Robinson,Kansas,B12,105,C,43.1,3.3,4,5.8,3.3,2.5,105,79.6,28.1,52.9,55,13.8,29.8,11.1,18.4,0.6,4,1.9,50.9,4.5,0.653,0.606,0.525,1.9,0.4,0.5
Jr,6-7,Keita Bates-Diop,Ohio St.,B10,109,C,49.2,3.3,3.8,7.3,4.7,2.6,111.9,91.5,22.5,53.4,56.7,5.5,20.2,9.2,13.1,0.9,5.4,1.5,27.5,2.3,0.69,0.776,0.537,35.1,7.6,0.352
So,7-0,Kel'el Ware,Indiana,B10,65,C,54.9,3.3,3.3,7.5,4.7,2.8,113.5,93.2,22,57.1,59.1,7.7,24.5,8.8,13,0.9,7.3,1.2,39.6,2.5,0.706,0.66,0.586,18.8,3.7,0.337
So,6-10,Thomas Bryant,Indiana,B10,69,C,62.4,3.3,3,5.8,3.8,2,118.2,95.8,22.2,61.9,64.8,10.4,18,9,20.1,0.6,5,1.4,55.2,4.7,0.716,0.718,0.63,14.6,2.5,0.373
Sr,7-1,Maxime Raynaud,Stanford,ACC,129,C,60.2,3.3,3.1,4.5,3.9,0.7,108.9,97.8,25.8,56,58.1,9.8,27,12.3,17.8,0.7,3.4,1.4,23.4,3.1,0.686,0.732,0.574,25.8,6,0.347
So,6-7,"Kenneth Lofton, Jr.",Louisiana Tech,CUSA,62,C,59.2,3.2,3.4,5.9,3.6,2.3,105.4,88.9,31.9,54.9,56.8,13.1,26.5,20.1,19.8,0.8,2.7,2.5,53,4.2,0.634,0.639,0.556,3,0.7,0.211
Sr,7-0,Quinten Post,Boston College,ACC,124,C,38.2,3.2,2.8,5.4,3.7,1.7,108.8,97.2,25.9,55.6,58.7,8.7,20.5,14.2,18.4,0.8,5.6,1.4,26.7,4.2,0.633,0.79,0.547,25.6,5.7,0.388
Jr,6-10,Craig Brackins,Iowa St.,B12,94,C,77.4,3.2,3.8,4.5,3.1,1.4,100.4,92.7,28.2,47.2,51.2,6.2,20.8,12.5,13.9,0.8,3.3,1,34.6,2.4,0.768,0.728,0.48,18.4,4.7,0.291
Sr,6-11,Shawn Long,Louisiana,SB,125,C,72.3,3.2,3.2,4,3.7,0.3,107.8,97.4,27.7,52,55.4,12.4,27.1,8.4,16.4,0.4,6.8,1.3,41.8,4.2,0.677,0.682,0.524,19.2,4.6,0.336
Sr,6-7,Devontae Cacok,UNC Wilmington,CAA,122,C,54.5,3.2,2.4,2.9,3.3,-0.3,120.3,102.6,22.8,63.1,64.5,15.4,30.5,4.3,15.7,0.3,3.2,2.1,47,5.6,0.765,0.592,0.631,0.2,0,0.5
Jr,7-0,Kelly Olynyk,Gonzaga,WCC,98,C,41.3,3.2,2.6,7.9,5.6,2.2,115.1,89.1,25.1,61.4,63.9,11.3,19.3,12.7,19.5,0.8,3.1,1.7,49.9,4.6,0.728,0.708,0.633,12.8,2.5,0.324
Sr,7-0,Thomas Welsh,UCLA,P12,132,C,59.5,3.1,3,4.4,3.1,1.2,121.9,96,16.7,56.1,58.2,10.7,22.7,5.5,9.2,1.3,4.5,0.9,17.5,4,0.727,0.798,0.554,11.4,1.9,0.407
Fr,7-0,Justin Patton,Creighton,BE,34,C,61.9,3.1,3.5,7.5,3.6,3.9,117.1,90.5,21.1,69.2,67.6,7.7,18.9,8.6,17.7,0.7,5.9,1.9,29,4.4,0.816,0.518,0.684,4.9,0.9,0.571
Sr,7-0,Branden Carlson,Utah,P12,146,C,60.5,3.1,3.1,6,3.9,2,110.3,95.2,23.4,56,58.4,6.7,17.5,9.9,14.5,0.8,6.5,0.7,27.9,3.1,0.696,0.728,0.57,26.7,5.8,0.354
Fr,6-11,Henry Ellenson,Marquette,BE,33,C,82.6,3.1,4,3.5,2.5,1,103.4,94.6,25.8,48,53.4,7.8,24.1,11,15,0.8,4.4,1.4,43.9,3,0.616,0.749,0.495,23.9,5.2,0.288
Sr,7-0,Jeff Withey,Kansas,B12,117,C,38.4,3.1,4.2,9.9,3.5,6.4,114.9,79.1,19.6,56.9,61.6,9.9,19.9,5.8,17.6,0.5,14.3,1.5,68.8,3.6,0.673,0.726,0.567,0.2,0,1
Sr,7-1,Jay Huff,Virginia,ACC,101,C,36.1,3,3.5,9.8,4.4,5.3,119.7,81.8,20.7,64.9,65.7,9.1,21.9,7.9,14.9,0.7,11.7,1.2,26.5,4.3,0.794,0.679,0.683,31.8,5.9,0.386
Sr,6-9,Cameron Bairstow,New Mexico,MWC,132,C,49.8,3,3,4.4,2.5,1.9,109.6,92.2,23.1,51.5,57.6,10.3,15.9,8.6,16,0.6,4,1.3,68.3,4.1,0.654,0.723,0.515,0.8,0.1,0.333
Jr,6-9,Paul Reed,DePaul,BE,92,C,53.9,3,3.5,6.3,3.5,2.7,111.6,91,21.8,55.8,57.7,11.4,25,8.7,16.9,0.6,7.8,2.8,26.7,4.2,0.677,0.746,0.569,13.7,2.6,0.324
So,6-9,Jabari Walker,Colorado,P12,59,C,49.7,3,3.2,5.5,3.7,1.8,109.6,88.4,26.5,54.1,58.9,9.7,28.2,9.3,17.9,0.5,2.9,1.6,43,4.3,0.585,0.783,0.515,30.8,6.8,0.399
